LfNr,Nachname,Vorname,Geschlecht,PLZ,Ort,Strasse,Hausnummer
8793,Reiser,Malte,M,95508,Kulmain,Bergstraße,168
8794,Grau,Heinrich,M,56818,Klotten,Friedhofstraße,79
8795,Kohl,Finn,M,35091,Cölbe,Matthias-Claudius-Straße,109
8796,Gerlach,Imke,W,12109,Berlin,Zülpicher Straße,131
8797,Rühl,Mirco,M,54413,Beuren (Hochwald),Ernst-Bloch-Weg,74
8798,Bosch,Susann,W,98660,Lengfeld,Willi-Bleicher-Straße,67
8799,Naumann,Svenja,W,66887,Welchweiler,Stefan-Zweig-Straße,86
8800,Elsner,Gesa,W,45356,Essen,Gut Weyern,23
8801,Rösch,Inge,W,49584,Fürstenau,Im Großen Tal,165
8802,Hoyer,Fabian,M,97076,Würzburg,Weidmühlenstraße,128
8803,Wagener,Ulrich,M,97074,Würzburg,Heinrich-Gossen-Straße,173
8804,Lechner,Roswita,W,19300,Kremmin,Günther-Peill-Straße,123
8805,Bräuer,Dörte,W,26345,Bockhorn,Philippstraße,40
8806,Born,Wolfram,M,3054,Cottbus - Chóśebuz,Joachimstraße,81
8807,Jensen,Niko,M,83109,Großkarolinenfeld,Hauptstraße,43
8808,Pfeffer,Anne,W,42103,Wuppertal,Altmünsterstraße,189
8809,Fritsch,Gertrud,W,34576,Homberg,Küferstraße,169
8810,Brandt,Fred,M,73497,Tannhausen,Kurt-Schumacher-Straße,58
8811,Reif,Thilo,M,57518,Alsdorf,Wiesenstraße,99
8812,Adler,Joel,M,25578,Dägeling,Waisenhausstraße,52
8813,Gläser,Kirstin,W,98634,Wasungen,Viktoriastraße,172
8814,Fleischmann,Tatjana,W,25361,Grevenkop,Kölnstraße,96
8815,Kremer,Burghard,M,86381,Krumbach (Schwaben),Irisweg,26
8816,Nguyen,Liane,W,12349,Berlin,Heinrich-Hansen-Straße,42
8817,Lerch,Steffen,M,82054,Sauerlach,Pitzlergasse,186
8818,Ries,Irene,W,24537,Neumünster,Rathenaustraße,171
8819,Lux,Kirstin,W,94439,Roßbach,Heinrich-Dauer-Straße,131
8820,Schultze,Birte,W,74867,Neunkirchen,Am Brummenberg,32
8821,Körber,Jochen,M,56729,Lind,Victor-Gollancz-Straße,142
8822,Biermann,Angelika,W,18469,Karnin,Clemensstraße,23
8823,Witte,Ralf,M,54689,Preischeid,Windgensgasse,162
8824,Fink,Marina,W,18556,Altenkirchen,Farbmühlenstraße,158
8825,Grote,Jörn,M,24404,Maasholm,August-Klotz-Straße,56
8826,Haag,Annemarie,W,37308,Wiesenfeld,Laufenburgstraße,31
8827,Lerch,Sandra,W,7545,Gera,Otto-Brenner-Straße,77
8828,Cordes,Ursula,W,57639,Rodenbach bei Puderbach,Weckspfad,159
8829,Franke,Klaus,M,82387,Antdorf,Ursulastraße,50
8830,Sauter,Arnd,M,16356,Ahrensfelde,Sepp-Herberger-Platz,156
8831,Strobel,Rainer,M,88499,Emeringen,Boisdorfer Weg,95
8832,Weiß,Nikolas,M,45964,Gladbeck,Albert-Schweitzer-Straße,174
8833,Schumacher,Gregor,M,55497,Ellern (Hunsrück),Pollesmaar,56
8834,Faust,Nick,M,37647,Vahlbruch,Feldstraße,120
8835,Hirsch,Paulina,W,88250,Weingarten,Ludwigstraße,139
8836,Wiegand,Dennis,M,96049,Bamberg,Königspfad,194
8837,Ehlert,Sören,M,97258,Oberickelsheim,Matthias-Claudius-Straße,176
8838,Dittrich,Jule,W,25712,Buchholz,Auf dem Bruchkamp,188
8839,Fürst,Ludmila,W,55120,Mainz,Zum Pastorsweiher,62
8840,Kellermann,Lutz,M,95689,Fuchsmühl,Breite Straße,135
8841,Kling,Ludmila,W,6466,Seeland,Im Spich,52
8842,Schütt,Andrzej,M,14806,Bad Belzig,Höfchen,102
8843,Steinert,Lara,W,78564,Wehingen,Eisenstraße,74
8844,David,Thore,M,16945,Marienfließ,Cormeillesstraße,45
8845,Hopp,Ahmad,M,55767,Hattgenstein,Talbenden,27
8846,Weiland,Emine,W,4769,Naundorf,Tuchmühle,47
8847,Hecht,Katharina,W,6536,Berga,Schlehdornweg,79
8848,Engler,Udo,M,3058,Neuhausen/Spree,Aldenhovener Straße,157
8849,Bräuer,Richard,M,3238,Massen-Niederlausitz,Saarstraße,82
8850,Petri,Andre,M,56132,Kemmenau,Genter Straße,114
8851,Klatt,Svenja,W,99759,Bleicherode,Mozartweg,1
8852,Schell,Philipp,M,17440,Sauzin,Blücherstraße,28
8853,Heide,Ingeborg,W,54689,Kickeshausen,Felix-Wankel-Straße,57
8854,Pohl,Dieter,M,51467,Bergisch Gladbach,Möschengasse,165
8855,Runge,Marlon,M,67549,Worms,Josef-Ebertz-Platz,166
8856,Niemeyer,Helga,W,42553,Velbert,Hohenzollernstraße,45
8857,Weiland,Helena,W,29392,Wesendorf,Fuggerstraße,196
8858,Ullrich,Karl,M,33604,Bielefeld,Hovener Straße,92
8859,Kempf,Hubert,M,56321,Rhens,Am Rurufer,3
8860,Haas,Dieter,M,56479,Neustadt/ Westerwald,Nibelungenweg,41
8861,Petersen,Julien,M,67823,Unkenbach,Rölsdorfer Straße,185
8862,Pieper,Gisela,W,54597,Pronsfeld,Steinbißstraße,2
8863,Großmann,Friederike,W,16247,Ziethen,Constanze-Königsfeld-Weg,139
8864,Köhler,Marie,W,25548,Rosdorf,Ricarda-Huch-Straße,82
8865,Engler,Regina,W,69514,Laudenbach,Krauthausener Straße,94
8866,Schnabel,John,M,54673,Waldhof-Falkenstein,Urftstraße,199
8867,Bauer,Anne,W,54655,Steinborn,Fritz-Pley-Straße,69
8868,Schüller,Lasse,M,47906,Kempen,Stefan-Schwer-Straße,193
8869,Philipp,Max,M,85521,Ottobrunn,Dr.-Christian-Seybold-Straße,118
8870,Siegert,Carolina,W,17153,Grammentin,Parkstraße,147
8871,Ahrens,Katharina,W,72367,Weilen unter den Rinnen,Josefstraße,96
8872,Feldmann,Sina,W,49733,Haren (Ems),Odenthalstraße,18
8873,Schütze,Andrea,W,21514,Siebeneichen,Stefan-Schwer-Straße,121
8874,Tietz,Maren,W,70806,Kornwestheim,Aldenhovener Straße,98
8875,Gottwald,Gunter,M,95199,Thierstein,Gerichtsweg,54
8876,Gottwald,Fred,M,24369,Waabs,Ludwigstraße,173
8877,Stumpf,Sina,W,7774,Wichmar,Koenenstraße,176
8878,Renner,Inge,W,6647,Finne,Auf der Kall,44
8879,Auer,Dustin,M,39524,Klietz,Taunusstraße,197
8880,Klatt,Noah,M,25927,Neukirchen,Kastanienweg,95
8881,Lutz,Ismail,M,67697,Otterberg,Graf-Schellart-Weg,98
8882,Obermeier,Manuel,M,93349,Mindelstetten,Professor-Hahn-Straße,28
8883,Wiegand,Mario,M,88299,Leutkirch im Allgäu,Eiswiese,99
8884,Zahn,Frank,M,87545,Burgberg i.Allgäu,Schützenstraße,25
8885,Bremer,Richard,M,92361,Berngau,Im Kasteiengarten,174
8886,Schütt,Elena,W,57539,Etzbach,Fröbelstraße,121
8887,Meyer,Diana,W,99338,Plaue,Pfarrer Ginnen-Straße,94
8888,Behrens,Ellen,W,17237,Godendorf,Tischlerstraße,150
8889,Henke,Franz,M,96047,Bamberg,Max-Planck-Straße,199
8890,Dreyer,Nils,M,51597,Morsbach,Rilkestraße,88
8891,Jung,Margrit,W,35649,Bischoffen,Kuhgasse,168
8892,Eckhardt,Rebecca,W,17209,Kieve,Dorfstraße,197
8893,Exner,Gerda,W,4618,Göpfersdorf,Dr.-Overhues-Allee,178
8894,Knauer,Joel,M,97769,Bad Brückenau,Masurenstraße,84
8895,Schott,Ronald,M,94146,Hinterschmiding,Kröngensgasse,145
8896,Peters,Chris,M,93138,Lappersdorf,An der Wasserburg,130
8897,Raab,Gertrud,W,56370,Gutenacker,Am Vorbahnhof,154
8898,Richter,Laura,W,57648,Bölsberg,An der Gerstenmühle,148
8899,Schindler,Marko,M,73779,Deizisau,Schmiedestraße,163
8900,Schreiner,Gunter,M,15236,Jacobsdorf,Robert-Koch-Straße,74
8901,Buchner,Said,M,24790,Ostenfeld,Van-der-Velden-Straße,134
8902,Buschmann,Justin,M,74586,Frankenhardt,Kiefernweg,13
8903,Ernst,Antonio,M,38440,Wolfsburg,Rosenweg,139
8904,Herr,Nicola,W,55777,Mettweiler,Matthias-Claudius-Straße,31
8905,Hoppe,Maja,W,15831,Blankenfelde-Mahlow,Wenzel-Hollar-Straße,7
8906,Engels,Margrit,W,17166,Dalkendorf,Dechant-Fröls-Straße,117
8907,Hensel,Daniel,M,67753,Hefersweiler,Wilhelmstraße,124
8908,Schmitz,Kim,W,4249,Leipzig,Schulstraße,66
8909,Gläser,Tim,M,3149,Groß Schacksdorf-Simmersdorf,Büngelerstraße,100
8910,Volkmann,Wolf,M,90556,Seukendorf,Marienstraße,38
8911,Kunze,John,M,59581,Warstein,Bretzelnweg,149
8912,Hartl,Hakan,M,4571,Rötha,Violengasse,41
8913,Grau,Julius,M,87648,Aitrang,Schützenstraße,100
8914,Peter,Beatrice,W,15713,Königs Wusterhausen,Gertrudisstraße,118
8915,Buchner,Wolfgang,M,7646,Renthendorf,Am Tierheim,99
8916,Schiffer,Hauke,M,83126,Flintsbach am Inn,Isolastraße,46
8917,Behr,Paula,W,88483,Burgrieden,Urftstraße,56
8918,Buchholz,Ricarda,W,76835,Gleisweiler,An der Garnbleiche,53
8919,Schleicher,Ralf,M,96349,Steinwiesen,Stefan-Schwer-Straße,117
8920,Resch,Alfred,M,17375,Hintersee,Rather Straße,28
8921,Hellmann,Kai,M,39291,Möser,Merowinger Straße,94
8922,Höhn,Burghard,M,75378,Bad Liebenzell,Am Karmel,94
8923,Winter,Esther,W,95355,Presseck,Hölderlinweg,148
8924,Neuhaus,Frank,M,92345,Dietfurt an der Altmühl,An Gut Nazareth,109
8925,Esser,Konstantin,M,89079,Ulm,Mariaweilerstraße,84
8926,Jahnke,Heidrun,W,48465,Isterberg,Am Jugendstadion,139
8927,Hering,Bernd,M,71384,Weinstadt,Mühlenweg,177
8928,Sonntag,Annabelle,W,3185,Teichland,Stegerwaldstraße,138
8929,Post,Anita,W,54426,Gräfendhron,Rurbenden,193
8930,Scheffler,Christiane,W,38277,Heere,Grube-Alfred-Straße,173
8931,Dietz,Kathleen,W,24623,Großenaspe,Im Pützbroich,84
8932,Matthes,Diana,W,56864,Bad Bertrich,Ginnizweilerstraße,88
8933,Lenz,Nancy,W,82491,Grainau,Hof Rottfeld,189
8934,Reichelt,Lennard,M,4936,Kremitzaue,Kreuzherrenstraße,177
8935,Klemm,Egon,M,55469,Niederkumbd,Krauthausener Straße,51
8936,Becher,Ibrahim,M,67808,Ruppertsecken,An der Kreisbahn,102
8937,Kersten,Irina,W,99869,Nessetal,Hans-Brückmann-Straße,8
8938,Büchner,Fabio,M,55569,Auen,Fliederbusch,199
8939,Rühl,Erwin,M,24860,Uelsby,Meiringplatz,49
8940,Heck,Vladimir,M,67822,Niedermoschel,Nörvenicher Straße,128
8941,Hartmann,Deniz,M,29386,Obernholz,Keplerstraße,93
8942,Brendel,Kathleen,W,64367,Mühltal,Im Dunklen Berg,68
8943,Haase,Regina,W,56862,Pünderich,Thomas-Mann-Straße,79
8944,Merz,Michel,M,8485,Lengenfeld,Schieferbenden,168
8945,Horst,Nikolaus,M,33607,Bielefeld,Von-Elmpt-Straße,39
8946,Heinrich,Walter,M,28755,Bremen,Kaisersbenden,69
8947,Brunner,Bettina,W,17291,Oberuckersee,Auf dem Hammer,118
8948,Jonas,Steffen,M,21493,Basthorst,Urftstraße,118
8949,Böhmer,Marcel,M,93177,Altenthann,Arnold-Decker-Platz,31
8950,Steffens,Simon,M,25712,Großenrade,Schüllsmühle,175
8951,Rapp,Konrad,M,34369,Hofgeismar,Am Gieselspfad,87
8952,Rößler,Darius,M,17111,Sommersdorf,Birkesdorfer Straße,185
8953,Hentschel,Konrad,M,97729,Ramsthal,Valencienner Straße,93
8954,Hahn,Jeanette,W,54313,Zemmer,Schopenhauerweg,80
8955,Wunderlich,Ali,M,75399,Unterreichenbach,Mariaweilerstraße,133
8956,Drews,Edgar,M,56459,Rotenhain,Maasstraße,51
8957,Lux,Marie,W,90429,Nürnberg,Elberfelder Straße,127
8958,Heyer,Sina,W,6868,Coswig (Anhalt),Hammerau,121
8959,Henkel,Gerrit,M,17214,Silz,Johanniterstraße,88
8960,Klotz,Pia,W,21785,Neuhaus,Annabergweg,106
8961,Funke,Wilhelm,M,59823,Arnsberg,Lasallestraße,79
8962,Hagedorn,Pauline,W,94551,Hunding,Hospitalstraße,127
8963,Ott,Valentin,M,86935,Rott,An der Pulvermühle,198
8964,Hammer,Eckard,M,56759,Leienkaul,Erlenstraße,66
8965,Haug,Carlotta,W,24321,Panker,Rheinstraße,66
8966,Gottschalk,Marius,M,88255,Baienfurt,Dorfstraße,94
8967,Wilde,Verena,W,17309,Krugsdorf,Zehnthofstraße,83
8968,Bürger,Janina,W,98746,Goldisthal,Antoniusstraße,92
8969,Gebhardt,Cornelia,W,31606,Warmsen,Am Alten Wasserturm,130
8970,Wehner,Bernd,M,87527,Sonthofen,Eldernweg,170
8971,Bahr,Emine,W,56858,Forst (Hunsrück),Am Alten Wasserturm,121
8972,Ebeling,Fabio,M,54689,Dasburg,Schillingsstraße,30
8973,Schlosser,Oliver,M,21698,Brest,Markt,75
8974,Meyer,Christa,W,56843,Starkenburg,Altmünsterstraße,114
8975,Voss,Wolfram,M,67749,Nerzweiler,Eschstraße,74
8976,Klein,Matthias,M,60439,Frankfurt am Main,Zehnthofstraße,61
8977,Büttner,Erich,M,24802,Groß Vollstedt,Flemingstraße,141
8978,Mühlbauer,Björn,M,82441,Ohlstadt,Schillerstraße,46
8979,Scherer,Pascal,M,18551,Sagard,Böttcherstraße,109
8980,Petzold,Hermann,M,37627,Deensen,Dr.-Decker-Straße,102
8981,Ahler,Elke,W,73614,Schorndorf,Cannstatter Straße,120
8982,Haupt,Lina,W,76689,Karlsdorf-Neuthard,Am Jugendstadion,16
8983,Heckmann,Rudolf,M,97877,Wertheim,Hinter Pastorsgarten,72
8984,Baumgärtner,Magdalena,W,39326,Zielitz,Buschbenden,186
8985,Eckhardt,Maria,W,46509,Xanten,Frohnhofstraße,117
8986,Petermann,Eva,W,76461,Muggensturm,Schwalbenweg,111
8987,Welsch,Manfred,M,60489,Frankfurt am Main,Aldenhovener Straße,142
8988,Busse,Monika,W,58256,Ennepetal,Stephanstraße,196
8989,Jäger,Leon,M,33619,Bielefeld,Waisenhausstraße,95
8990,Horn,Max,M,56290,Lieg,Dorfstraße,161
8991,Niemann,Harald,M,24214,Neudorf-Bornstein,Am Steinberg,18
8992,Thelen,Steve,M,17209,Stuer,Alexanderstraße,32
8993,Kahl,Susan,W,39326,Colbitz,Marienstraße,22
8994,Niemeyer,Janine,W,94372,Rattiszell,Am Rurufer,17
8995,Stumpf,Nicole,W,97531,Theres,Graf-Schellart-Weg,79
8996,Bader,Toni,M,48727,Billerbeck,Ellener Straße,176
8997,Brockmann,Julien,M,15562,Rüdersdorf bei Berlin,Arnoldsweilerstraße,196
8998,Krauß,Anneliese,W,57614,Berod bei Hachenburg,Hammerbenden,121
8999,Dreier,Carmen,W,54611,Hallschlag,An der Tränke,128
9000,Eisele,Rolf,M,49681,Garrel,Kurt-Schumacher-Straße,61
9001,Stein,Philipp,M,16247,Althüttendorf,Vischenichstraße,149
9002,Eggers,Anneliese,W,93086,Wörth an der Donau,Cornelystraße,116
9003,Hertel,Jutta,W,54552,Sarmersbach,Am Hagelkreuz,48
9004,Horn,Helga,W,54538,Hontheim,Franz-Offergeld-Straße,116
9005,Rösch,Andrej,M,57234,Wilnsdorf,Gerichtsweg,197
9006,Engelmann,Jens,M,55758,Weiden,Warener Straße,118
9007,Thomsen,Jan,M,4103,Leipzig,Dr.-Overhues-Allee,46
9008,Bucher,Gregor,M,29303,Bergen,August-Klotz-Straße,99
9009,Paulsen,Tobias,M,99869,Molschleben,Ulmenstraße,44
9010,Bühler,Adam,M,65936,Frankfurt am Main,Neuhausgäßchen,29
9011,Grund,Sonja,W,18230,Rerik,Kantstraße,24
9012,Schmid,Benedikt,M,29353,Ahnsbeck,Kolpingstraße,184
9013,Sachs,Mario,M,24395,Niesgrau,Haarweg,181
9014,Michels,Hildegard,W,97907,Hasloch,Kölnstraße,53
9015,Sachs,Natascha,W,66882,Hütschenhausen,Zu den Gärten,125
9016,Krause,Viola,W,54689,Dasburg,Am Römerbad,101
9017,Heidrich,Lisa,W,92242,Hirschau,Luxemburger Straße,189
9018,Herz,Saskia,W,60310,Frankfurt am Main,Albert-Schweitzer-Straße,24
9019,Reichert,Jannis,M,64295,Darmstadt,Gürzenicher Straße,45
9020,Menke,Ulf,M,79859,Schluchsee,Wieselsmaar,56
9021,Sailer,Peer,M,99958,Tonna,Eiswiese,191
9022,Ritter,Alfred,M,16259,Heckelberg-Brunow,Forsthaus Weyern,146
9023,Münch,Ibrahim,M,17111,Sommersdorf,Krahkopfstraße,9
9024,Kohler,Anja,W,38373,Frellstedt,Pimmenicher Weg,150
9025,Schäfer,Udo,M,91560,Heilsbronn,Nikolaus-Otto-Straße,68
9026,Haller,Aaron,M,39596,Arneburg,Wernersstraße,23
9027,Berner,Judith,W,95671,Bärnau,Dechant-Vaßen-Straße,60
9028,Kohl,Danny,M,99189,Witterda,Römerstraße,11
9029,Wolters,Ingeborg,W,69412,Eberbach,Altmünsterstraße,96
9030,Mayer,Malgorzata,W,35753,Greifenstein,Ursulinenstraße,152
9031,Gottwald,Werner,M,38458,Velpke,Auf dem Büchel,12
9032,Gerlach,Wladimir,M,56253,Treis-Karden,Uferstraße,167
9033,Struck,Ibrahim,M,86507,Kleinaitingen,An der Garnbleiche,76
9034,Großmann,Chantal,W,53520,Kaltenborn,Lerchenweg,124
9035,Busch,Sergej,M,24808,Jevenstedt,Pastor-Hesseler-Straße,27
9036,Heidenreich,Alena,W,99100,Großfahner,Leonhardsgasse,168
9037,Schaub,Ismail,M,1665,Klipphausen,Burgauer Allee,46
9038,Dürr,Beatrix,W,67681,Wartenberg-Rohrbach,Rhönstraße,132
9039,Wolters,Hannelore,W,83101,Rohrdorf,Behringstraße,136
9040,Grau,Joanna,W,24582,Wattenbek,Am Kühlen Graben,68
9041,Ebeling,Ronald,M,17168,Warnkenhagen,Albrecht-Dürer-Straße,91
9042,Jäger,Ilse,W,99510,Kapellendorf,Laute-Dei-Straße,47
9043,Winter,Rainer,M,80804,München,Oststraße,27
9044,Abel,Renate,W,54294,Trier,Hans-Holbein-Straße,13
9045,Westphal,Annette,W,24816,Brinjahe,Am Karmel,83
9046,König,Alina,W,21522,Hittbergen,August-Schoop-Straße,45
9047,Appel,Sibylle,W,65451,Kelsterbach,Josef-Ebertz-Platz,137
9048,Hensel,Silke,W,95666,Leonberg,Auf dem Hammer,2
9049,Freitag,Ingrid,W,87637,Eisenberg,Laufenburgstraße,85
9050,Rupprecht,Helen,W,7751,Golmsdorf,Lindenbergskamp,136
9051,Marx,Bodo,M,45879,Gelsenkirchen,Waisenhausstraße,73
9052,Habermann,Robin,M,10557,Berlin,Im Dehnacker,53
9053,Orth,Alfred,M,14558,Nuthetal,An der Erk,146
9054,Möller,Paul,M,72657,Altenriet,Miesheimer Weg,38
9055,Gottschalk,Jenny,W,55767,Wilzenberg-Hußweiler,Bleiberg,121
9056,Fuchs,Timo,M,71065,Sindelfingen,Eibenweg,103
9057,Merten,Gudrun,W,64589,Stockstadt,Zollhausstraße,16
9058,Hagen,Jochen,M,96271,Grub a.Forst,Am Pletzerturm,10
9059,Petermann,Steffi,W,95460,Bad Berneck im Fichtelgebirge,Birgeler Straße,32
9060,Reichert,Nadja,W,56357,Welterod,Stockheimer Landstraße,100
9061,Faust,Ercan,M,55595,Boos,Am Lindenbaum,195
9062,Hafner,Frauke,W,30669,Langenhagen,Weberstraße,61
9063,Paul,Carla,W,37318,Eichstruth,Laverweg,2
9064,Gehrmann,Ludmila,W,55450,Langenlonsheim,Am Getzer Acker,110
9065,Schmidt,Rüdiger,M,24805,Prinzenmoor,Neuhausgäßchen,8
9066,Thies,Eberhard,M,92256,Hahnbach,Schillingsstraße,131
9067,Sieber,Margit,W,72138,Kusterdingen,Jesuitengasse,147
9068,Preuß,Heiko,M,14727,Premnitz,Freiheitsplatz,196
9069,Pieper,Alice,W,21649,Regesbostel,Irisweg,138
9070,Kolbe,Lutz,M,55116,Mainz,Breitenbend,146
9071,Stock,Miriam,W,7580,Rückersdorf,Am Brummenberg,15
9072,Kirchhoff,Wladimir,M,12169,Berlin,Dechant-Fröls-Straße,159
9073,Volz,Wiebke,W,87764,Legau,Antoniusstraße,123
9074,Knapp,Dirk,M,53547,Hausen (Wied),Sittergraben,56
9075,Böhmer,Mirco,M,48153,Münster,Leipziger Straße,11
9076,Hamm,Georg,M,14793,Ziesar,Roermonder Straße,31
9077,Jacob,Hannes,M,17168,Lelkendorf,Düppelstraße,40
9078,Thies,Ibrahim,M,35576,Wetzlar,Am Breuershäuschen,195
9079,Riedl,Katharina,W,21394,Südergellersen,Schafweg,94
9080,Grund,Knut,M,73760,Ostfildern,Am Rölsdorfer Weg,2
9081,Apel,Nikolai,M,24809,Nübbel,Friedensplatz,30
9082,Beckmann,Janina,W,38239,Salzgitter,Münsterweg,147
9083,Jahn,Noah,M,60549,Frankfurt am Main,Buschbenden,192
9084,Steinke,Lea,W,29640,Schneverdingen,Auf dem Driesch,106
9085,Rath,Martina,W,63874,Dammbach,Eiswiese,43
9086,Schwab,Markus,M,83071,Stephanskirchen,An der Apfelwiese,154
9087,Bräuer,Leonie,W,92699,Irchenrieth,Am Schlagbaum,189
9088,Schultze,Pierre,M,86494,Emersacker,Zum Bruch,98
9089,Niemeyer,Gitta,W,31162,Bad Salzdetfurth,Kleinhardt,126
9090,Hillebrand,Nikola,M,37318,Lutter,Felix-Wankel-Straße,26
9091,Rost,Margarethe,W,55494,Benzweiler,Miesheimer Weg,89
9092,Hering,Hauke,M,9569,Oederan,Ahrweilerplatz,179
9093,Münch,Astrid,W,17390,Klein Bünzow,Eisenstraße,33
9094,Jonas,Heidrun,W,21770,Mittelstenahe,Eisenstraße,116
9095,Wittig,Fred,M,1994,Schipkau,Isolastraße,118
9096,Lampe,Helene,W,17039,Brunn,Rather Straße,131
9097,Pfeffer,Jannis,M,7427,Schwarzburg,Binsfelder Straße,195
9098,Fröhlich,Henning,M,97509,Kolitzheim,Renkerstraße,22
9099,Henrich,Noah,M,67677,Enkenbach-Alsenborn,Kallsgasse,148
9100,Krieg,Deniz,M,37412,Hörden am Harz,Agathastraße,128
9101,Süß,Mona,W,27419,Wohnste,Werderstraße,111
9102,Höhne,Angelina,W,93155,Hemau,Schützenstraße,58
9103,Henn,Harald,M,83376,Seeon-Seebruck,Neuhausgäßchen,143
9104,Keßler,Helen,W,4318,Leipzig,Lommessemstraße,121
9105,Pütz,John,M,9569,Oederan,Dechant-Fröls-Straße,164
9106,Beier,Robin,M,15518,Rauen,Elstergasse,172
9107,Mende,Ingo,M,7629,Reichenbach,Johann-Bergs-Straße,158
9108,Beckmann,Uta,W,63456,Hanau,An der Pulvermühle,148
9109,Neumann,Mandy,W,29593,Schwienau,Südstraße,38
9110,Vogt,Lennard,M,18442,Niepars,Einsteinstraße,129
9111,Stark,Melanie,W,55481,Nieder Kostenz,Hedwigstraße,128
9112,Kellner,Leonie,W,57612,Birnbach,Angelastraße,122
9113,Henn,Manuela,W,54689,Dasburg,Meiringstraße,145
9114,Heinze,Lena,W,67735,Mehlbach,Höfchen,193
9115,Mangold,Birte,W,67822,Kalkofen,Berta-Timmermann-Straße,188
9116,Sprenger,Franz,M,54424,Lückenburg,Einsteinstraße,68
9117,Kaiser,Christel,W,49434,Neuenkirchen-Vörden,Dr.-Robert-Pütz-Straße,170
9118,Heide,Said,M,93055,Regensburg,Arndtstraße,146
9119,Kreuzer,Malgorzata,W,1589,Riesa,Zum Wibbelrusch,166
9120,Scherer,Barbara,W,84553,Halsbach,Gürzenicher Straße,125
9121,Teichmann,Robert,M,74740,Adelsheim,Röntgenstraße,192
9122,Alt,Cornelius,M,29643,Neuenkirchen,Neue Straße,129
9123,Hardt,Heinrich,M,66849,Landstuhl,Breite Straße,26
9124,Herrmann,Melina,W,96369,Weißenbrunn,Max-Oppenheim-Platz,8
9125,May,Beate,W,37318,Eichstruth,Glashüttenstraße,97
9126,Bühler,Bettina,W,17166,Hohen Demzin,Zu den Gärten,54
9127,Ebel,Justin,M,67655,Kaiserslautern,Laute-Dei-Straße,194
9128,Finke,Alena,W,77790,Steinach,Engelbert-Nyt-Straße,37
9129,Fischer,Günter,M,97653,Bischofsheim a.d.Rhön,Friedrich-Ebert-Platz,54
9130,Albers,Philipp,M,24257,Köhn,Victor-Gollancz-Straße,17
9131,Schön,Rene,M,88171,Weiler-Simmerberg,Elberfelder Straße,89
9132,Großmann,Tobias,M,89349,Burtenbach,Am Alten Kirchweg,187
9133,Brandt,Dieter,M,1920,Elstra - Halštrow,Hedwigstraße,45
9134,Hempel,Nancy,W,3253,Tröbitz,Kolpingstraße,163
9135,Schumacher,Vivian,M,56850,Briedel,Steglitzstraße,57
9136,Lauterbach,Raphael,M,81545,München,Franz-Offergeld-Straße,64
9137,Heinze,Timo,M,73326,Deggingen,Zülpicher Platz,129
9138,Herr,Georgios,M,86179,Augsburg,Kreuzauer Straße,124
9139,Heilmann,Justus,M,68305,Mannheim,Friedhofstraße,199
9140,Hauser,Florian,M,54426,Berglicht,Sachsenstraße,123
9141,Rauch,Lea,W,82194,Gröbenzell,Hegelweg,107
9142,Mack,Heike,W,42115,Wuppertal,Heinrich-Hansen-Straße,188
9143,Kunze,Helge,M,42781,Haan,Renkerstraße,126
9144,Wiesner,Heinz,M,94342,Straßkirchen,Elberfelder Straße,90
9145,Abel,Udo,M,7356,Bad Lobenstein,Auf dem Driesch,155
9146,Herz,Heinrich,M,74549,Wolpertshausen,Auf der Komm,95
9147,Strauß,Renate,W,56307,Dürrholz,Tannenweg,187
9148,Friese,Angelina,W,55767,Gimbweiler,Küferstraße,23
9149,Engelhardt,Marie,W,99441,Frankendorf,Böttcherstraße,157
9150,Bohn,Kai,M,95194,Regnitzlosau,Agnesstraße,28
9151,Maurer,Anke,W,83129,Höslwang,Pastor-Hesseler-Straße,36
9152,Block,Angela,W,46242,Bottrop,Am Nordpark,70
9153,Urban,Denise,W,7570,Weida,Piusstraße,142
9154,Stock,Annelie,W,37627,Wangelnstedt,Briandstraße,124
9155,Grimm,Charlotte,W,88271,Wilhelmsdorf,Pastor-Hesseler-Straße,198
9156,Berner,Finn,M,56459,Langenhahn,Auf dem Flabig,78
9157,Jacobs,Heino,M,90491,Nürnberg,Erftstraße,29
9158,Scheer,Johann,M,30167,Hannover,August-Klotz-Straße,11
9159,Wulf,Wolfram,M,65343,Eltville am Rhein,Kirchplatz,90
9160,Martin,Marlon,M,74424,Bühlertann,Am Pletzerturm,121
9161,Riedel,Karin,W,80937,München,Blochfeld,134
9162,Fritz,Silvia,W,75031,Eppingen,Velinstraße,197
9163,Kühne,Noah,M,24582,Bissee,Lommessemstraße,153
9164,Krieg,Nadine,W,24582,Bissee,Pfarrer-Rody-Straße,105
9165,Moser,Alicia,W,51503,Rösrath,Gartenstraße,22
9166,Straub,Johann,M,97215,Uffenheim,Burgauer Allee,19
9167,Schulze,Fabian,M,99189,Witterda,Ratsstraße,124
9168,Lauer,Carola,W,97280,Remlingen,Violengasse,181
9169,Kröger,Thomas,M,21698,Brest,Henry-Ford-Straße,16
9170,Walter,Swetlana,W,85104,Pförring,Rütger-von-Scheven-Straße,154
9171,Gottwald,Arnd,M,66887,Welchweiler,An St. Bonifatius,114
9172,Weinert,Tobias,M,55444,Schöneberg,Neue Aue,108
